panel_id,week,tg,ii,age,income,education,gender,t_kakao_talk,t_anipang,t_kakao_story,t_kakao_game,t_non_kakao_game,t_non_kakao_story,t_non_kakao_talk,t_non_kakao
11267,2,0,0,5,2,2,Female,0,0,0,0,0,0,4492,39898
1127,1,0,0,3,4,4,Male,767,0,0,0,39,0,2195,13145
1127,2,0,0,3,4,4,Male,487,0,0,0,0,0,2947,34329
11336,1,0,0,1,4,1,Male,702,0,0,0,76831,237,1124,226305
11336,2,0,0,1,4,1,Male,114,0,0,326,9238,144,563,165105
11340,1,0,0,1,4,1,Male,28386,0,9053,0,5805,30,752,48545
11340,2,0,0,1,4,1,Male,46243,0,24422,0,589,0,176,45713
11341,1,0,0,1,3,1,Male,3715,0,0,0,21661,10155,2841,57741
11341,2,0,0,1,3,1,Male,2681,0,0,0,31932,8354,906,54101
11361,1,0,0,3,4,4,Male,257,0,0,0,0,0,4082,19114
11361,2,0,0,3,4,4,Male,849,0,0,0,0,0,526,958
11375,1,0,0,2,2,3,Female,17103,0,0,0,0,34,628,34279
11375,2,0,0,2,2,3,Female,8102,0,0,0,333,597,742,36951
11383,1,0,0,1,2,1,Female,13995,0,814,0,0,805,689,39322
11383,2,0,0,1,2,1,Female,2150,0,706,0,0,574,654,74100
11391,1,0,0,5,3,2,Female,1999,0,154,0,0,0,1569,13927
11391,2,0,0,5,3,2,Female,673,0,25,0,251,0,1684,20314
11392,1,0,0,1,4,1,Female,8577,0,846,0,10866,0,4099,180738
11392,2,0,0,1,4,1,Female,1485,0,867,0,10699,153,1256,120943
11393,1,0,0,4,4,4,Female,1543,0,0,0,821,0,1830,7884
11393,2,0,0,4,4,4,Female,966,0,0,0,0,0,2031,5880
11407,1,0,0,1,4,1,Male,28386,0,9053,0,5805,30,752,48545
11407,2,0,0,1,4,1,Male,46243,0,24422,0,589,0,176,45713
11447,1,0,0,2,3,3,Male,12634,0,0,0,0,701,2760,31315
11447,2,0,0,2,3,3,Male,44610,0,0,0,0,157,83,59559
11507,1,0,0,3,3,2,Male,3810,0,2239,0,0,608,3892,42252
11507,2,0,0,3,3,2,Male,10247,0,2011,0,0,226,1645,49833
11522,1,0,0,3,4,3,Male,6658,0,0,0,25395,0,9614,58942
11522,2,0,0,3,4,3,Male,836,0,0,0,1062,0,28326,81013
11561,1,0,0,3,2,2,Male,3530,0,59,0,4677,0,663,48970
11561,2,0,0,3,2,2,Male,3119,0,373,632,2869,0,1694,36983
11580,1,0,0,4,3,4,Male,6983,0,259,0,2791,0,58837,99478
11580,2,0,0,4,3,4,Male,1186,0,0,0,606,13,1797,39702
11583,1,0,0,1,4,1,Female,8577,0,846,0,10866,0,4099,180738
11583,2,0,0,1,4,1,Female,1485,0,867,0,10699,153,1256,120943
1159,1,0,0,5,4,4,Male,0,0,0,0,0,0,2406,69640
1159,2,0,0,5,4,4,Male,0,0,0,0,0,0,7043,88443
11673,1,0,0,1,2,1,Female,13995,0,814,0,0,805,689,39322
11673,2,0,0,1,2,1,Female,2150,0,706,0,0,574,654,74100
1169,1,0,0,3,4,4,Male,0,0,0,0,0,0,4496,21989
1169,2,0,0,3,4,4,Male,0,0,0,0,0,0,3642,28454
11700,1,0,0,1,3,1,Male,1713,0,167,0,0,20258,1201,62496
11700,2,0,0,1,3,1,Male,4714,0,484,0,0,14411,3759,70896
11743,1,0,0,3,3,4,Male,1420,0,0,0,0,70,11156,34415
11743,2,0,0,3,3,4,Male,1189,0,3,0,0,0,4248,62150
11745,1,0,0,3,3,4,Male,1788,0,2560,0,0,0,385,2943
11745,2,0,0,3,3,4,Male,748,0,1283,0,0,0,260,4049
11783,1,0,0,3,3,3,Female,0,0,0,0,0,0,840,11033
11783,2,0,0,3,3,3,Female,0,0,0,0,0,0,1388,19510
11795,1,0,0,1,2,1,Female,13995,0,814,0,0,805,689,39322
11795,2,0,0,1,2,1,Female,2150,0,706,0,0,574,654,74100
11796,1,0,0,4,3,2,Female,123,0,0,0,0,0,4995,25940
11796,2,0,0,4,3,2,Female,8427,0,0,0,0,0,5872,7323
11852,1,1,0,2,2,3,Female,12190,0,0,0,4412,0,2269,25875
11852,2,1,1,2,2,3,Female,9562,588,0,900,7084,0,5794,36803
11892,1,0,0,3,3,4,Female,32616,0,6288,0,2403,0,5803,36252
11892,2,0,0,3,3,4,Female,26639,0,8825,0,15,0,5646,55971
11903,1,0,0,2,1,3,Female,12924,0,0,0,0,0,382,4328
11903,2,0,0,2,1,3,Female,12812,0,0,0,0,1087,788,27073
1194,1,1,0,3,3,4,Male,5803,0,0,0,5693,0,4893,61931
1194,2,1,1,3,3,4,Male,11190,2051,0,30847,2496,0,2832,33205
11990,1,0,0,4,2,2,Female,16938,0,0,0,16166,0,457,34684
11990,2,0,0,4,2,2,Female,3319,0,0,0,14967,0,554,30357
12000,1,0,0,2,2,4,Female,30739,0,3707,0,0,30021,1936,79252
12000,2,0,0,2,2,4,Female,36305,0,3325,0,0,18914,4848,72302
1201,1,0,0,3,2,4,Male,6404,0,0,0,28671,0,2464,81892
1201,2,0,0,3,2,4,Male,2232,0,0,0,36056,1107,3449,84917
12046,1,0,0,3,2,4,Female,596,0,140,0,10,0,20398,134877
12046,2,0,0,3,2,4,Female,944,0,482,0,0,0,21120,83650
12116,1,0,0,4,2,4,Male,8911,0,1106,0,0,937,9316,57882
12116,2,0,0,4,2,4,Male,4191,0,0,0,0,0,3326,44237
12122,1,0,0,2,4,3,Male,57060,0,0,0,0,23488,1524,36657
12122,2,0,0,2,4,3,Male,22985,0,0,0,0,40899,25783,77840
12156,1,0,0,5,4,4,Male,3247,0,0,0,0,0,1032,8617
12156,2,0,0,5,4,4,Male,1095,0,0,0,0,0,2791,25630
12170,1,0,0,1,4,1,Female,8577,0,846,0,10866,0,4099,180738
12170,2,0,0,1,4,1,Female,1485,0,867,0,10699,153,1256,120943
12236,1,0,0,3,4,4,Male,1864,0,595,0,0,0,3734,63482
12236,2,0,0,3,4,4,Male,8253,0,520,0,306,0,1418,25082
12270,1,0,0,2,2,2,Male,22908,0,1819,0,34179,391,661,72319
12270,2,0,0,2,2,2,Male,11394,0,3765,0,26498,244,1605,48791
12300,1,0,0,3,4,3,Male,1470,0,1882,0,0,3,1075,10520
12300,2,0,0,3,4,3,Male,2298,0,2040,0,0,4,1329,10302
12302,1,0,0,4,3,4,Male,521,0,0,0,19040,0,640,30946
12302,2,0,0,4,3,4,Male,649,0,0,0,4173,0,286,23209
12333,1,0,0,3,2,3,Male,5205,0,24,0,4683,0,2002,16632
12333,2,0,0,3,2,3,Male,5821,0,0,0,8898,0,3707,20329
12363,1,0,0,3,3,4,Male,3287,0,1657,0,0,0,201,29842
12363,2,0,0,3,3,4,Male,10131,0,973,0,0,0,67,2023
12381,1,0,0,4,4,4,Female,2413,0,0,0,0,0,14695,35491
12381,2,0,0,4,4,4,Female,10472,0,0,0,0,0,7904,25864
12406,1,0,0,2,2,2,Female,251,0,0,0,7137,0,2111,38047
12406,2,0,0,2,2,2,Female,5212,0,0,0,4613,0,890,8319
12424,1,0,0,2,2,4,Male,33567,0,0,0,0,2856,680,40613
12424,2,0,0,2,2,4,Male,56607,0,0,0,0,4513,837,76289
1244,1,0,0,3,3,4,Male,9983,0,967,0,0,849,569,14778
1244,2,0,0,3,3,4,Male,952,0,0,0,0,907,1894,48842
12543,1,0,0,4,3,4,Male,1001,0,0,0,0,0,9838,32553
12543,2,0,0,4,3,4,Male,1903,0,0,0,0,0,13353,22357
12552,1,0,0,2,3,3,Female,30257,0,10126,0,560,4214,1243,86604
12552,2,0,0,2,3,3,Female,34792,0,4766,0,0,2965,989,100898
12580,1,0,0,5,3,4,Male,3216,0,404,0,0,100,1845,76244
12580,2,0,0,5,3,4,Male,91,0,0,0,0,146,227,5955
12592,1,0,0,2,2,3,Female,14185,0,0,0,0,0,1039,27193
12592,2,0,0,2,2,3,Female,18700,0,0,0,0,54,621,25361
12634,1,0,0,1,4,1,Female,4034,0,3989,0,13820,169,1649,35405
12634,2,0,0,1,4,1,Female,2983,0,6320,0,16091,1823,1132,59171
1265,1,0,0,4,2,4,Male,2824,0,78,0,0,0,18146,26224
1265,2,0,0,4,2,4,Male,1885,0,7,0,0,0,2536,8737
12651,1,0,0,4,3,4,Male,3405,0,104,0,0,0,1520,15141
12651,2,0,0,4,3,4,Male,8146,0,21,0,0,0,1357,31504
12654,1,0,0,1,2,1,Female,136533,0,30082,0,0,9295,707,16246
12654,2,0,0,1,2,1,Female,161971,0,20011,0,0,6453,319,20191
12668,1,0,0,3,2,2,Female,9674,0,0,0,0,0,3034,7347
12668,2,0,0,3,2,2,Female,27581,0,0,0,0,0,1123,4429
12678,1,0,0,4,4,4,Male,434,0,17,0,5521,0,1858,62096
12678,2,0,0,4,4,4,Male,887,0,9,0,13680,0,2735,119351
12686,1,1,0,2,3,3,Female,32260,0,980,0,0,7239,564,33457
12686,2,1,1,2,3,3,Female,26319,503,372,0,0,5463,61,52553
12745,1,0,0,3,3,4,Female,1793,0,0,0,0,0,2749,5503
12745,2,0,0,3,3,4,Female,105,0,0,0,0,10,1889,6793
12773,1,0,0,2,4,3,Female,47082,0,0,0,2304,8233,463,145858
12773,2,0,0,2,4,3,Female,32033,0,0,0,514,2867,945,191667
12849,1,0,0,2,4,3,Female,14744,0,0,0,0,0,2900,75185
12849,2,0,0,2,4,3,Female,74754,0,0,0,0,0,2470,34582
1287,1,0,0,3,4,4,Male,0,0,0,0,0,0,9617,31488
1287,2,0,0,3,4,4,Male,2682,0,0,0,0,0,6803,15214
1289,1,0,0,4,1,4,Male,1350,0,770,0,30046,10,1967,50120
1289,2,0,0,4,1,4,Male,1507,0,145,0,5873,0,1588,64151
12890,1,0,0,3,3,4,Female,0,0,0,0,78069,0,2214,82432
12890,2,0,0,3,3,4,Female,0,0,0,0,136308,0,2178,140473
1290,1,0,0,3,3,4,Male,12,0,0,0,0,0,1111,8668
1290,2,0,0,3,3,4,Male,9,0,0,0,0,0,24499,44487
12904,1,0,0,3,2,4,Female,52137,0,4236,0,16635,0,3761,30892
12904,2,0,0,3,2,4,Female,24932,0,11052,0,29815,0,23687,71050
12999,1,0,0,3,3,4,Female,8797,0,8290,0,0,0,7603,33974
12999,2,0,0,3,3,4,Female,14045,0,7213,0,767,3,4597,47836
13032,1,0,0,4,3,2,Male,0,0,0,0,0,0,9222,37028
13032,2,0,0,4,3,2,Male,0,0,0,0,0,0,13062,48760
13143,1,0,0,1,3,1,Female,36178,0,0,0,61,0,14963,72498
13143,2,0,0,1,3,1,Female,53775,0,0,0,0,0,11767,81750
1317,1,0,0,4,3,4,Male,28012,0,120,0,0,12949,7767,53018
1317,2,0,0,4,3,4,Male,33143,0,0,0,0,9173,6861,79818
13200,1,0,0,1,3,1,Female,2827,0,1224,0,1180,0,5525,9462
13200,2,0,0,1,3,1,Female,0,0,0,0,0,0,0,3
13205,1,0,0,4,3,4,Female,27376,0,0,0,0,0,9575,25478
13205,2,0,0,4,3,4,Female,3460,0,0,0,0,0,6215,15833
13232,1,0,0,3,3,2,Female,3087,0,11,0,0,0,1298,21551
13232,2,0,0,3,3,2,Female,1016,0,0,5494,0,0,3145,50155
13233,1,0,0,5,4,4,Male,219,0,0,0,0,0,1167,6545
13233,2,0,0,5,4,4,Male,0,0,0,0,0,0,2208,19922
13244,1,0,0,1,3,1,Male,2158,0,946,0,8794,0,17673,59923
13244,2,0,0,1,3,1,Male,22690,0,0,0,2187,0,12300,49305
13305,1,0,0,2,1,3,Female,12159,0,0,0,23611,0,224,153447
13305,2,0,0,2,1,3,Female,12547,0,436,0,40826,1900,414,152648
13307,1,0,0,3,4,4,Male,15800,0,3100,0,0,17344,8404,51178
13307,2,0,0,3,4,4,Male,19798,0,1250,0,0,17909,6408,45100
13343,1,1,0,3,3,4,Female,3027,0,551,0,5471,0,448,7741
13343,2,1,1,3,3,4,Female,3896,1521,3974,3196,3416,0,5329,24172
13356,1,1,0,3,2,2,Male,19634,0,11467,0,43451,0,1209,115236
13356,2,1,1,3,2,2,Male,10940,429,16047,0,27031,0,1029,89383
13359,1,0,0,4,3,4,Female,27376,0,0,0,0,0,9575,25478
13359,2,0,0,4,3,4,Female,3460,0,0,0,0,0,6215,15833
13543,1,0,0,3,3,4,Male,7944,0,1665,0,0,0,3487,8746
13543,2,0,0,3,3,4,Male,9606,0,349,0,36,0,6406,12544
13551,1,0,0,5,4,4,Female,3003,0,409,0,0,0,104,2266
13551,2,0,0,5,4,4,Female,4165,0,145,0,0,0,1125,2502
13600,1,0,0,5,2,4,Male,23809,0,0,0,0,0,2046,11384
13600,2,0,0,5,2,4,Male,2621,0,0,0,0,0,1631,28968
13606,1,0,0,2,2,3,Female,60183,0,0,0,119491,2353,195,130467
13606,2,0,0,2,2,3,Female,99011,0,0,0,91367,3731,604,104044
13647,1,0,0,4,4,2,Female,20073,0,0,0,0,0,8614,25537
13647,2,0,0,4,4,2,Female,40578,0,0,0,0,0,11254,40074
13682,1,0,0,4,4,4,Male,3912,0,113,0,15923,22,373,66651
13682,2,0,0,4,4,4,Male,187,0,268,36,10845,4612,884,27204
13713,1,0,0,3,4,4,Female,0,0,0,0,0,0,1856,3929
13713,2,0,0,3,4,4,Female,0,0,0,0,0,6,724,29302
13806,1,0,0,2,2,4,Male,36499,0,102,0,35665,4848,325,59007
13806,2,0,0,2,2,4,Male,38656,0,0,0,0,2252,517,18793
13852,1,0,0,3,2,2,Female,9076,0,5968,0,379,10,1498,12126
13852,2,0,0,3,2,2,Female,5107,0,5663,0,0,0,1083,19879
13859,1,0,0,3,2,4,Female,265,0,2021,0,357,0,1386,17499
13859,2,0,0,3,2,4,Female,10034,0,3471,0,153,0,15188,52638
13876,1,0,0,4,3,4,Female,1895,0,190,0,85,0,2614,11660
13876,2,0,0,4,3,4,Female,3976,0,67,0,1126,0,2268,12081
139,1,0,0,3,3,4,Male,3657,0,0,0,43745,690,1462,66657
139,2,0,0,3,3,4,Male,9037,0,280,0,30183,1392,1711,56573
13921,1,0,0,3,3,4,Male,1554,0,0,0,0,0,7085,27527
13921,2,0,0,3,3,4,Male,3168,0,0,0,0,0,3845,16623
13964,1,0,0,3,3,4,Female,19558,0,4572,0,0,53,4717,69671
13964,2,0,0,3,3,4,Female,10006,0,26635,0,3895,0,2151,21240
13984,1,0,0,2,3,3,Female,2377,0,0,0,4220,10411,1096,130151
13984,2,0,0,2,3,3,Female,2581,0,0,0,4570,5950,397,153315
13985,1,0,0,2,3,4,Male,6079,0,0,0,0,0,2414,29087
13985,2,0,0,2,3,4,Male,11365,0,0,0,63,0,4694,31672
1401,1,0,0,4,3,4,Male,3642,0,1283,0,0,49,1287,26238
1401,2,0,0,4,3,4,Male,578,0,1115,0,0,0,5927,65542
14020,1,0,0,3,3,4,Male,2061,0,809,0,1053,487,265,7886
14020,2,0,0,3,3,4,Male,944,0,455,0,25215,217,71,28444
14072,1,0,0,2,2,3,Female,16354,0,0,0,2122,10957,2650,42338
14072,2,0,0,2,2,3,Female,29725,0,0,0,0,6606,1642,41519
14076,1,0,0,5,4,2,Female,10265,0,144,0,0,0,1624,18339
14076,2,0,0,5,4,2,Female,5752,0,0,0,0,0,1571,8152
14077,1,0,0,5,4,4,Female,22179,0,0,0,0,0,1337,25992
14077,2,0,0,5,4,4,Female,14800,0,0,0,0,0,883,19438
14080,1,0,0,2,4,3,Male,57060,0,0,0,0,23488,1524,36657
14080,2,0,0,2,4,3,Male,22985,0,0,0,0,40899,25783,77840
14082,1,0,0,4,3,1,Female,1506,0,73,0,0,0,1340,16249
14082,2,0,0,4,3,1,Female,1274,0,100,0,0,4,19217,26812
14083,1,0,0,1,2,1,Female,8589,0,6449,0,1200,13794,2173,28622
14083,2,0,0,1,2,1,Female,28763,0,8387,0,6263,28010,12843,88565
14084,1,0,0,1,3,1,Male,572,0,3526,0,25,0,4756,36084
14084,2,0,0,1,3,1,Male,3623,0,4206,0,698,0,2868,30517
14108,1,0,0,2,2,3,Male,7264,0,276,0,38,4564,691,37552
14108,2,0,0,2,2,3,Male,668,0,46,0,75,613,5573,74684
14110,1,0,0,5,3,2,Male,0,0,0,0,0,0,649,3234
14110,2,0,0,5,3,2,Male,0,0,0,0,2773,0,171,6707
14185,1,1,0,3,3,4,Male,9692,0,7544,0,26394,0,2795,80211
14185,2,1,1,3,3,4,Male,6141,14338,5430,1118,30805,0,1713,58742
14199,1,0,0,4,3,2,Female,123,0,0,0,0,0,4995,25940
14199,2,0,0,4,3,2,Female,8427,0,0,0,0,0,5872,7323
14262,1,0,0,1,4,1,Male,5670,0,4868,0,0,0,2466,44367
14262,2,0,0,1,4,1,Male,5353,0,3652,0,1954,0,1191,13464
14312,1,0,0,1,3,1,Male,24528,0,0,0,0,33757,3463,103964
14312,2,0,0,1,3,1,Male,72521,0,0,0,0,16340,882,66454
14330,1,0,0,1,3,1,Male,2055,0,0,0,10610,0,1202,25704
14330,2,0,0,1,3,1,Male,17622,0,0,0,5154,0,2270,18277
14340,1,0,0,1,4,1,Male,28386,0,9053,0,5805,30,752,48545
14340,2,0,0,1,4,1,Male,46243,0,24422,0,589,0,176,45713
14343,1,0,0,1,4,1,Female,8577,0,846,0,10866,0,4099,180738
14343,2,0,0,1,4,1,Female,1485,0,867,0,10699,153,1256,120943
14358,1,0,0,1,4,1,Female,3668,0,627,0,3746,39,617,29934
14358,2,0,0,1,4,1,Female,1684,0,323,0,7056,3,904,22631
14359,1,0,0,1,4,1,Female,3668,0,627,0,3746,39,617,29934
14359,2,0,0,1,4,1,Female,1684,0,323,0,7056,3,904,22631
14374,1,0,0,1,3,1,Male,3715,0,0,0,21661,10155,2841,57741
14374,2,0,0,1,3,1,Male,2681,0,0,0,31932,8354,906,54101
14392,1,0,0,3,2,4,Female,33798,0,7523,0,106,8,3196,37440
14392,2,0,0,3,2,4,Female,27567,0,3996,0,0,33,7165,36121
14408,1,0,0,4,4,2,Female,4832,0,0,0,196,0,1225,7027
14408,2,0,0,4,4,2,Female,20333,0,379,0,0,59,421,2509
14448,1,0,0,1,4,1,Male,54984,0,286,0,0,64,10041,29090
14448,2,0,0,1,4,1,Male,16091,0,0,0,40,0,15606,46329
1445,1,0,0,3,2,4,Male,2977,0,0,0,0,0,1156,32937
1445,2,0,0,3,2,4,Male,26668,0,0,0,0,0,279,8132
14456,1,0,0,3,3,4,Female,3358,0,1353,0,0,1587,3175,29022
14456,2,0,0,3,3,4,Female,1253,0,2176,0,0,30,11304,33390
14475,1,0,0,3,2,4,Female,15280,0,0,0,267,1537,1398,9475
14475,2,0,0,3,2,4,Female,9437,0,0,0,6,649,1574,29106
14497,1,0,0,2,3,4,Female,13878,0,1858,0,229,374,1156,91885
14497,2,0,0,2,3,4,Female,25213,0,1680,0,0,162,1496,123903
14524,1,0,0,5,3,4,Female,2102,0,0,0,0,0,1998,16177
14524,2,0,0,5,3,4,Female,3129,0,0,0,0,0,35041,43015
14536,1,0,0,4,4,4,Male,5887,0,0,0,0,0,3284,21420
14536,2,0,0,4,4,4,Male,2545,0,0,0,0,0,4718,24877
14557,1,0,0,3,3,4,Male,559,0,0,0,3980,0,777,27904
14557,2,0,0,3,3,4,Male,143,0,0,0,3858,0,356,64680
14596,1,0,0,2,3,4,Female,8093,0,677,0,0,62,966,18786
14596,2,0,0,2,3,4,Female,29870,0,606,0,0,0,2199,9102
14649,1,0,0,5,3,2,Female,1999,0,154,0,0,0,1569,13927
14649,2,0,0,5,3,2,Female,673,0,25,0,251,0,1684,20314
14688,1,0,0,4,3,4,Female,1593,0,316,0,9205,0,3407,16427
14688,2,0,0,4,3,4,Female,1466,0,1373,0,13823,0,5402,37625
14701,1,0,0,5,3,2,Female,2102,0,0,0,0,0,1998,16177
14701,2,0,0,5,3,2,Female,3129,0,0,0,0,0,35041,43015
14714,1,0,0,3,3,4,Female,25841,0,10139,0,0,0,1508,16011
14714,2,0,0,3,3,4,Female,31668,0,6601,0,0,0,16013,27849
14740,1,0,0,4,2,2,Female,3380,0,0,0,1609,0,6844,22207
14740,2,0,0,4,2,2,Female,3482,0,0,0,2062,0,11821,23773
1479,1,1,0,4,4,4,Male,5619,0,223,0,1421,0,5091,48344
1479,2,1,1,4,4,4,Male,5435,133,0,0,1496,0,4432,62819
14811,1,1,0,4,4,2,Female,12600,0,0,0,181,0,4306,19033
14811,2,1,1,4,4,2,Female,21357,372,18,308,1552,0,4384,17703
14830,1,0,0,2,4,4,Female,9834,0,21,0,0,0,3807,16441
14830,2,0,0,2,4,4,Female,8366,0,0,0,0,0,1546,8059
14854,1,0,0,5,3,2,Female,1815,0,0,0,0,0,142,1059
14854,2,0,0,5,3,2,Female,3663,0,0,0,0,0,960,3006
14888,1,0,0,2,3,4,Female,8220,0,0,0,0,74,1814,4973
14888,2,0,0,2,3,4,Female,5065,0,0,0,0,9,1732,13257
14903,1,0,0,1,3,1,Male,24528,0,0,0,0,33757,3463,103964
14903,2,0,0,1,3,1,Male,72521,0,0,0,0,16340,882,66454
14917,1,0,0,1,3,1,Female,4034,0,3989,0,13820,169,1649,35405
14917,2,0,0,1,3,1,Female,2983,0,6320,0,16091,1823,1132,59171
14923,1,0,0,4,3,4,Female,0,0,0,0,0,0,1068,9398
14923,2,0,0,4,3,4,Female,0,0,0,0,60,0,16551,40373
1493,1,0,0,3,4,4,Male,761,0,0,0,0,1100,2161,5465
