panel_id,week,tg,ii,age,income,education,gender,t_kakao_talk,t_anipang,t_kakao_story,t_kakao_game,t_non_kakao_game,t_non_kakao_story,t_non_kakao_talk,t_non_kakao
1493,2,0,0,3,4,4,Male,6212,0,0,0,0,20742,23058,87486
14948,1,0,0,4,4,4,Male,2673,0,909,0,0,0,5251,45318
14948,2,0,0,4,4,4,Male,849,0,0,0,0,0,5747,45242
14987,1,0,0,2,3,3,Female,8903,0,0,0,18046,0,847,29381
14987,2,0,0,2,3,3,Female,12740,0,0,0,11454,0,609,15583
15002,1,0,0,5,3,4,Male,0,0,0,0,4,0,2570,7273
15002,2,0,0,5,3,4,Male,0,0,0,0,0,0,911,3026
15064,1,0,0,1,3,1,Male,1713,0,167,0,0,20258,1201,62496
15064,2,0,0,1,3,1,Male,4714,0,484,0,0,14411,3759,70896
15106,1,0,0,5,2,4,Male,921,0,0,0,0,0,2517,12736
15106,2,0,0,5,2,4,Male,171,0,0,0,0,0,2851,19205
15115,1,0,0,1,3,1,Male,3715,0,0,0,21661,10155,2841,57741
15115,2,0,0,1,3,1,Male,2681,0,0,0,31932,8354,906,54101
15128,1,0,0,1,2,1,Female,7479,0,0,0,10869,1345,790,32760
15128,2,0,0,1,2,1,Female,6507,0,0,0,8485,2607,550,35976
15138,1,0,0,5,2,2,Male,333,0,0,0,0,0,29576,30714
15138,2,0,0,5,2,2,Male,48,0,0,0,0,0,33447,57225
15151,1,0,0,3,2,4,Male,0,0,0,0,0,15255,4835,29366
15151,2,0,0,3,2,4,Male,0,0,0,0,0,10,740,14520
15155,1,0,0,1,2,1,Male,84993,0,0,0,17,4328,7565,27144
15155,2,0,0,1,2,1,Male,30264,0,0,0,0,4605,2920,35698
15178,1,0,0,1,3,1,Male,24528,0,0,0,0,33757,3463,103964
15178,2,0,0,1,3,1,Male,72521,0,0,0,0,16340,882,66454
15182,1,0,0,1,3,1,Female,2827,0,1224,0,1180,0,5525,9462
15182,2,0,0,1,3,1,Female,0,0,0,0,0,0,0,3
15255,1,0,0,3,2,2,Female,1398,0,0,0,0,0,20370,30954
15255,2,0,0,3,2,2,Female,1908,0,12,0,0,0,10714,17636
15259,1,0,0,3,4,2,Female,11511,0,4029,0,0,0,3161,7495
15259,2,0,0,3,4,2,Female,5875,0,3518,0,24,0,726,4832
15291,1,0,0,1,3,1,Male,3715,0,0,0,21661,10155,2841,57741
15291,2,0,0,1,3,1,Male,2681,0,0,0,31932,8354,906,54101
15312,1,0,0,5,2,2,Male,333,0,0,0,0,0,29576,30714
15312,2,0,0,5,2,2,Male,48,0,0,0,0,0,33447,57225
15319,1,0,0,3,2,2,Male,3530,0,59,0,4677,0,663,48970
15319,2,0,0,3,2,2,Male,3119,0,373,632,2869,0,1694,36983
15350,1,0,0,1,3,1,Male,572,0,3526,0,25,0,4756,36084
15350,2,0,0,1,3,1,Male,3623,0,4206,0,698,0,2868,30517
15439,1,0,0,4,1,2,Male,1435,0,0,0,17656,0,2475,37812
15439,2,0,0,4,1,2,Male,3914,0,0,0,205,0,379,8727
1545,1,1,0,3,3,4,Male,9692,0,7544,0,26394,0,2795,80211
1545,2,1,1,3,3,4,Male,6141,14338,5430,1118,30805,0,1713,58742
1546,1,0,0,3,3,4,Male,5020,0,0,0,0,0,27937,72819
1546,2,0,0,3,3,4,Male,4957,0,0,0,0,0,6137,69115
15473,1,0,0,4,3,4,Male,3365,0,69,0,2559,0,3388,76217
15473,2,0,0,4,3,4,Male,2716,0,115,0,969,0,919,110919
15490,1,1,0,3,2,2,Female,17997,0,11031,0,556,0,2010,46645
15490,2,1,1,3,2,2,Female,16070,19982,9388,0,3686,0,1144,14787
15554,1,0,0,2,4,4,Female,49817,0,1289,0,0,0,1471,16237
15554,2,0,0,2,4,4,Female,20414,0,1058,0,0,0,1047,16456
15610,1,0,0,5,3,4,Female,23086,0,0,0,0,4,1472,5002
15610,2,0,0,5,3,4,Female,1056,0,1589,0,0,0,1093,4872
1564,1,0,0,3,2,4,Male,5643,0,0,0,1930,0,2796,23533
1564,2,0,0,3,2,4,Male,0,0,0,0,1247,0,582,67372
15642,1,0,0,3,3,4,Male,512,0,161,0,24583,7,564,36533
15642,2,0,0,3,3,4,Male,787,0,0,0,0,34,1407,6905
15643,1,0,0,2,2,3,Male,47373,0,1579,0,14,5733,876,26458
15643,2,0,0,2,2,3,Male,67196,0,843,0,0,3789,650,17847
15650,1,0,0,5,4,4,Female,22179,0,0,0,0,0,1337,25992
15650,2,0,0,5,4,4,Female,14800,0,0,0,0,0,883,19438
15675,1,0,0,4,4,4,Female,0,0,0,0,0,0,9648,21059
15675,2,0,0,4,4,4,Female,0,0,0,0,0,0,3938,10156
15687,1,0,0,3,4,4,Male,0,0,0,0,904,182,1667,16289
15687,2,0,0,3,4,4,Male,0,0,0,0,4965,7,3592,100799
15703,1,0,0,2,3,2,Female,1172,0,348,0,502,0,3982,69977
15703,2,0,0,2,3,2,Female,4510,0,8641,0,3548,0,33376,47766
15705,1,0,0,3,2,4,Female,3276,0,229,0,1032,17391,2133,36805
15705,2,0,0,3,2,4,Female,4266,0,1233,0,0,19289,3626,49518
15717,1,0,0,2,3,4,Female,31589,0,11440,0,0,4664,1906,52621
15717,2,0,0,2,3,4,Female,13706,0,7325,0,3,1854,1895,53797
15769,1,1,0,2,2,3,Female,78358,0,1826,0,0,3722,3400,27861
15769,2,1,1,2,2,3,Female,88289,47665,2781,420,1154,4584,616,40201
1578,1,0,0,4,3,4,Male,4675,0,0,0,0,0,5007,134507
1578,2,0,0,4,3,4,Male,2611,0,0,0,0,38,2471,100446
15787,1,0,0,2,2,3,Female,16354,0,0,0,2122,10957,2650,42338
15787,2,0,0,2,2,3,Female,29725,0,0,0,0,6606,1642,41519
15796,1,0,0,3,2,4,Male,12095,0,391,0,0,0,459,77229
15796,2,0,0,3,2,4,Male,10933,0,87,0,73,3095,878,43580
15808,1,0,0,2,2,3,Male,18315,0,95,0,23446,3719,1074,72247
15808,2,0,0,2,2,3,Male,12906,0,134,157,36577,3009,406,62101
15834,1,0,0,4,4,2,Female,24282,0,77,0,233,0,5527,33285
15834,2,0,0,4,4,2,Female,5691,0,120,0,0,34,6185,39458
15916,1,0,0,2,3,4,Female,49225,0,3162,0,0,0,21853,36035
15916,2,0,0,2,3,4,Female,48685,0,9294,0,0,0,1512,14307
15922,1,0,0,2,4,4,Male,1740,0,713,0,0,806,1800,69525
15922,2,0,0,2,4,4,Male,7919,0,1202,0,0,837,2152,52168
15945,1,0,0,3,3,4,Male,3120,0,0,0,201,0,688,3033
15945,2,0,0,3,3,4,Male,3521,0,0,0,141,0,1640,16430
15957,1,0,0,3,3,4,Male,2908,0,3658,0,0,439,3616,23496
15957,2,0,0,3,3,4,Male,4499,0,3496,0,0,706,9132,44612
15996,1,0,0,3,3,4,Male,12072,0,0,0,433,0,1165,37754
15996,2,0,0,3,3,4,Male,8876,0,0,0,0,0,3463,49954
16015,1,0,0,1,3,1,Male,1713,0,167,0,0,20258,1201,62496
16015,2,0,0,1,3,1,Male,4714,0,484,0,0,14411,3759,70896
16017,1,0,0,3,3,4,Male,4612,0,0,0,0,15,34568,41630
16017,2,0,0,3,3,4,Male,7695,0,0,0,0,2879,829,7472
16022,1,0,0,2,2,4,Male,31393,0,1701,0,4945,308,1578,20321
16022,2,0,0,2,2,4,Male,18469,0,6314,0,695,677,3357,36582
16076,1,1,0,3,3,4,Female,15718,0,6384,0,34749,2594,4957,69832
16076,2,1,1,3,3,4,Female,13036,10,3707,0,23959,815,2570,82581
16085,1,0,0,3,4,4,Female,2122,0,2803,0,377,8343,6319,40328
16085,2,0,0,3,4,4,Female,2384,0,1520,0,0,5674,8976,52822
16092,1,0,0,4,3,4,Male,0,0,0,0,0,4483,3427,71692
16092,2,0,0,4,3,4,Male,0,0,0,0,0,1728,6579,98486
16105,1,0,0,4,3,4,Male,1735,0,3196,0,0,0,2437,179511
16105,2,0,0,4,3,4,Male,1795,0,2228,0,0,0,2207,159568
16145,1,0,0,1,1,2,Female,25883,0,0,0,0,0,530,40648
16145,2,0,0,1,1,2,Female,19568,0,0,0,931,221,398,14667
16152,1,0,0,4,4,4,Male,0,0,0,0,150,0,5080,10971
16152,2,0,0,4,4,4,Male,787,0,12,0,1146,0,7515,15493
16163,1,0,0,3,4,4,Female,17636,0,8667,0,308,2118,1676,10594
16163,2,0,0,3,4,4,Female,14161,0,7560,0,406,1009,910,11831
16168,1,0,0,3,4,4,Female,5875,0,7978,0,0,27,2304,7521
16168,2,0,0,3,4,4,Female,10297,0,10775,0,0,253,3364,15655
16295,1,0,0,1,3,1,Male,24528,0,0,0,0,33757,3463,103964
16295,2,0,0,1,3,1,Male,72521,0,0,0,0,16340,882,66454
16318,1,0,0,4,3,4,Male,2824,0,78,0,0,0,18146,26224
16318,2,0,0,4,3,4,Male,1885,0,7,0,0,0,2536,8737
16349,1,0,0,4,4,4,Female,6595,0,0,0,0,0,9853,151817
16349,2,0,0,4,4,4,Female,21799,0,0,0,0,0,8324,169300
16360,1,0,0,2,3,3,Male,4073,0,734,0,3123,6,617,4842
16360,2,0,0,2,3,3,Male,3877,0,837,0,0,0,908,2684
16364,1,0,0,2,4,3,Female,15961,0,0,0,0,0,1921,12682
16364,2,0,0,2,4,3,Female,44857,0,0,0,0,0,11827,20405
16383,1,0,0,2,2,3,Male,18623,0,118,0,0,6861,1100,44578
16383,2,0,0,2,2,3,Male,27163,0,254,0,922,9266,353,58062
16462,1,0,0,1,1,1,Male,96780,0,446,0,4560,24663,350,196464
16462,2,0,0,1,1,1,Male,128577,0,350,0,5670,36430,10720,165599
16473,1,0,0,5,4,2,Male,30,0,0,0,107,0,50,471
16473,2,0,0,5,4,2,Male,106,0,0,0,120,0,36,11204
16509,1,0,0,5,3,4,Female,1599,0,51945,0,0,35318,2087,89252
16509,2,0,0,5,3,4,Female,2720,0,34012,0,12,28419,3211,53641
16548,1,0,0,1,3,1,Male,1713,0,167,0,0,20258,1201,62496
16548,2,0,0,1,3,1,Male,4714,0,484,0,0,14411,3759,70896
16562,1,0,0,1,3,1,Male,3715,0,0,0,21661,10155,2841,57741
16562,2,0,0,1,3,1,Male,2681,0,0,0,31932,8354,906,54101
16582,1,0,0,5,4,4,Male,3610,0,0,0,0,0,5376,14931
16582,2,0,0,5,4,4,Male,3895,0,725,0,0,0,4055,13869
16594,1,0,0,2,4,4,Female,22931,0,0,0,15,4,2615,12931
16594,2,0,0,2,4,4,Female,13976,0,0,0,0,0,3009,14608
166,1,0,0,4,4,4,Male,2520,0,0,0,0,0,8133,64722
166,2,0,0,4,4,4,Male,3393,0,0,0,225,22,4490,41620
16615,1,0,0,3,4,4,Male,15431,0,0,0,0,2389,37343,60379
16615,2,0,0,3,4,4,Male,5708,0,0,0,0,10563,23823,46040
1662,1,0,0,4,3,4,Male,3734,0,0,0,893,4645,7897,70425
1662,2,0,0,4,3,4,Male,9514,0,0,0,2718,4603,8508,91618
16664,1,0,0,3,3,4,Female,6093,0,4212,0,3377,0,4191,19879
16664,2,0,0,3,3,4,Female,4903,0,3925,0,5704,0,2060,24914
16670,1,0,0,2,4,3,Male,23563,0,0,0,0,0,8466,36724
16670,2,0,0,2,4,3,Male,57485,0,0,0,0,1432,5649,18210
1668,1,0,0,5,4,4,Male,12866,0,3415,0,17437,0,8055,40782
1668,2,0,0,5,4,4,Male,10813,0,2544,0,10833,0,2855,39585
1827,1,0,0,4,4,4,Male,17250,0,8091,0,1694,13960,6281,245765
1827,2,0,0,4,4,4,Male,27006,0,3460,0,0,2750,5712,240253
1895,1,0,0,4,4,4,Male,3270,0,0,0,0,1289,4420,58137
1895,2,0,0,4,4,4,Male,10486,0,0,0,0,1443,7273,42430
1906,1,0,0,3,3,4,Male,15619,0,1963,0,0,0,4007,7367
1906,2,0,0,3,3,4,Male,3954,0,7149,0,0,0,2400,8682
1932,1,0,0,2,2,3,Female,19121,0,392,0,0,15687,1280,62404
1932,2,0,0,2,2,3,Female,17586,0,0,0,0,13104,1068,24333
2013,1,0,0,3,3,4,Male,0,0,0,0,0,0,3115,73738
2013,2,0,0,3,3,4,Male,0,0,0,0,0,0,6858,33346
2024,1,0,0,3,3,4,Male,860,0,222,0,26146,6,3116,94059
2024,2,0,0,3,3,4,Male,438,0,0,0,30849,0,2088,78412
2029,1,0,0,4,3,4,Male,761,0,359,0,12510,0,8367,32954
2029,2,0,0,4,3,4,Male,2296,0,288,0,9625,11,3570,37971
2069,1,0,0,3,4,4,Male,571,0,0,0,0,2615,29234,57914
2069,2,0,0,3,4,4,Male,1461,0,0,0,0,3159,4327,35080
2073,1,0,0,3,3,4,Male,0,0,0,0,0,0,155,50125
2073,2,0,0,3,3,4,Male,0,0,0,0,0,0,0,1812
2089,1,1,0,3,3,4,Female,4944,0,175,0,18027,0,6985,104512
2089,2,1,1,3,3,4,Female,3187,138,977,0,15024,0,3180,91932
2106,1,0,0,4,3,2,Male,0,0,0,0,35458,0,1925,56170
2106,2,0,0,4,3,2,Male,0,0,0,0,7896,0,14086,78888
2124,1,0,0,3,2,4,Male,18944,0,1657,0,7570,89,2012,35714
2124,2,0,0,3,2,4,Male,3672,0,1962,0,18613,172,1029,57226
21662,1,0,0,2,2,2,Female,34161,0,4625,0,8555,43515,3257,117791
21662,2,0,0,2,2,2,Female,57974,0,4763,0,10370,23683,1011,65509
21692,1,0,0,3,3,4,Female,6093,0,4212,0,3377,0,4191,19879
21692,2,0,0,3,3,4,Female,4903,0,3925,0,5704,0,2060,24914
21733,1,0,0,1,3,1,Male,132,0,681,0,912,0,107,10207
21733,2,0,0,1,3,1,Male,1723,0,247,0,9897,0,12,115831
21789,1,0,0,1,2,1,Female,6576,0,4397,0,2294,0,1758,8937
21789,2,0,0,1,2,1,Female,2985,0,3139,0,465,0,545,33256
2180,1,0,0,4,3,2,Male,18245,0,254,0,18449,148,2379,29482
2180,2,0,0,4,3,2,Male,41580,0,970,0,107791,0,5811,148853
21812,1,0,0,3,3,4,Female,34685,0,0,0,0,2752,7305,50935
21812,2,0,0,3,3,4,Female,14993,0,0,0,0,8928,4769,43750
21817,1,0,0,2,4,4,Female,14408,0,0,0,204,0,7318,52214
21817,2,0,0,2,4,4,Female,14470,0,0,542,259,0,11596,44755
21868,1,0,0,3,4,4,Female,11511,0,4029,0,0,0,3161,7495
21868,2,0,0,3,4,4,Female,5875,0,3518,0,24,0,726,4832
21949,1,0,0,4,3,4,Male,147,0,0,0,12,0,1048,10878
21949,2,0,0,4,3,4,Male,525,0,0,0,0,0,20165,24893
21978,1,0,0,3,4,4,Female,2543,0,3211,0,0,0,984,29441
21978,2,0,0,3,4,4,Female,3598,0,2956,0,0,0,559,25147
21989,1,0,0,2,2,3,Male,63081,0,0,0,6155,2807,1450,34561
21989,2,0,0,2,2,3,Male,63762,0,0,0,694,6931,2324,46207
21990,1,0,0,2,2,1,Male,12634,0,0,0,0,701,2760,31315
21990,2,0,0,2,2,1,Male,44610,0,0,0,0,157,83,59559
21991,1,0,0,3,4,4,Female,10870,0,0,0,0,0,1020,9802
21991,2,0,0,3,4,4,Female,11956,0,0,0,0,0,587,13532
2200,1,0,0,3,3,4,Male,2691,0,0,0,0,0,723,118548
2200,2,0,0,3,3,4,Male,1408,0,0,0,0,0,579,117724
22009,1,0,0,4,4,4,Male,64,0,0,0,0,0,9893,67663
22009,2,0,0,4,4,4,Male,30,0,0,0,0,0,2127,2814
22013,1,0,0,2,2,4,Female,31087,0,0,0,0,528,1105,22849
22013,2,0,0,2,2,4,Female,28232,0,0,0,1307,4990,1210,32840
2207,1,0,0,3,4,4,Male,6543,0,0,0,6539,0,36017,100255
2207,2,0,0,3,4,4,Male,7955,0,0,0,19585,0,11744,77995
22082,1,0,0,2,3,4,Female,5306,0,0,0,0,561,223,12340
22082,2,0,0,2,3,4,Female,17191,0,107,0,0,1521,1173,32011
22150,1,1,0,2,2,4,Female,9798,0,11464,0,13921,0,3978,26084
22150,2,1,1,2,2,4,Female,12948,18643,3636,709,20417,521,1503,47291
22155,1,0,0,3,3,3,Female,7667,0,2806,0,10254,0,1542,34243
22155,2,0,0,3,3,3,Female,3555,0,1829,0,32231,0,3967,92638
22262,1,0,0,4,4,2,Male,10749,0,8,0,1675,641,9951,61440
22262,2,0,0,4,4,2,Male,8427,0,12,0,0,43,2740,55411
22283,1,0,0,3,4,4,Female,1532,0,0,0,25164,0,1357,27902
22283,2,0,0,3,4,4,Female,1100,0,0,0,8320,0,437,9658
22379,1,0,0,2,3,4,Male,2382,0,0,0,0,0,24646,28578
22379,2,0,0,2,3,4,Male,640,0,0,0,0,0,6820,15220
22382,1,0,0,1,3,1,Female,36178,0,0,0,61,0,14963,72498
22382,2,0,0,1,3,1,Female,53775,0,0,0,0,0,11767,81750
22403,1,0,0,1,1,1,Female,136533,0,30082,0,0,9295,707,16246
22403,2,0,0,1,1,1,Female,161971,0,20011,0,0,6453,319,20191
22420,1,0,0,5,4,4,Male,15680,0,1161,0,4778,858,25264,40362
22420,2,0,0,5,4,4,Male,32730,0,0,0,329,67,44798,50735
22427,1,0,0,3,2,4,Male,3043,0,1579,0,0,151,407,15196
22427,2,0,0,3,2,4,Male,4792,0,972,0,0,3,1489,6344
22439,1,0,0,3,2,4,Male,9283,0,0,0,50800,0,1553,63660
22439,2,0,0,3,2,4,Male,11126,0,0,0,32006,0,3320,50382
22457,1,0,0,2,3,3,Male,710,0,0,0,8402,4,218,65415
22457,2,0,0,2,3,3,Male,731,0,0,0,3513,0,370,60193
22482,1,0,0,1,4,1,Male,28386,0,9053,0,5805,30,752,48545
22482,2,0,0,1,4,1,Male,46243,0,24422,0,589,0,176,45713
22518,1,0,0,3,2,4,Female,6490,0,0,0,0,0,1985,22697
22518,2,0,0,3,2,4,Female,8732,0,0,0,0,0,2260,19347
22536,1,0,0,3,2,4,Male,4295,0,1853,0,3589,4,1860,46356
22536,2,0,0,3,2,4,Male,3628,0,1892,0,2343,0,2491,41338
22645,1,1,0,2,2,4,Female,43284,0,1086,0,71578,17158,156,140681
22645,2,1,1,2,2,4,Female,31441,13634,3433,18872,33614,16118,281,105200
22670,1,0,0,4,4,4,Female,1895,0,190,0,85,0,2614,11660
22670,2,0,0,4,4,4,Female,3976,0,67,0,1126,0,2268,12081
2269,1,0,0,3,4,4,Male,0,0,0,0,34479,0,3136,62373
2269,2,0,0,3,4,4,Male,0,0,0,0,45598,0,726,84795
22704,1,0,0,2,3,3,Male,18315,0,95,0,23446,3719,1074,72247
22704,2,0,0,2,3,3,Male,12906,0,134,157,36577,3009,406,62101
22717,1,1,0,3,3,4,Female,15718,0,6384,0,34749,2594,4957,69832
22717,2,1,1,3,3,4,Female,13036,10,3707,0,23959,815,2570,82581
2273,1,0,0,3,2,4,Male,1504,0,664,0,10008,0,924,30572
2273,2,0,0,3,2,4,Male,2967,0,997,0,7869,0,1842,23272
22731,1,1,0,3,3,4,Female,4944,0,175,0,18027,0,6985,104512
22731,2,1,1,3,3,4,Female,3187,138,977,0,15024,0,3180,91932
22750,1,0,0,4,3,4,Female,0,0,0,0,0,4589,25982,74630
22750,2,0,0,4,3,4,Female,0,0,0,0,78,934,12371,82771
22764,1,0,0,3,2,4,Female,12917,0,0,0,0,0,1555,51203
22764,2,0,0,3,2,4,Female,13228,0,0,0,0,0,2356,62602
22786,1,0,0,2,3,4,Female,31589,0,11440,0,0,4664,1906,52621
22786,2,0,0,2,3,4,Female,13706,0,7325,0,3,1854,1895,53797
22887,1,0,0,2,4,4,Female,34373,0,2806,0,18891,0,22837,77006
22887,2,0,0,2,4,4,Female,17221,0,2538,0,9379,0,11839,49326
22909,1,0,0,3,4,4,Female,13212,0,0,0,0,91,981,43945
22909,2,0,0,3,4,4,Female,21232,0,0,0,0,0,1008,39583
22972,1,0,0,3,1,4,Female,3786,0,4681,0,0,0,1066,20187
22972,2,0,0,3,1,4,Female,10137,0,6110,0,0,0,808,30559
22983,1,0,0,3,3,4,Male,4114,0,0,0,0,78,5718,69038
22983,2,0,0,3,3,4,Male,1107,0,0,0,0,0,4365,68257
23047,1,0,0,4,3,4,Female,528,0,211,0,0,618,120,857
23047,2,0,0,4,3,4,Female,5901,0,2566,0,0,9875,11036,30045
23070,1,0,0,1,3,1,Male,572,0,3526,0,25,0,4756,36084
23070,2,0,0,1,3,1,Male,3623,0,4206,0,698,0,2868,30517
23073,1,0,0,4,3,4,Female,2782,0,2093,0,16973,3436,4205,141759
23073,2,0,0,4,3,4,Female,4431,0,1581,0,7174,8644,4126,170244
23078,1,0,0,4,2,2,Female,0,0,0,0,0,0,8240,14538
23078,2,0,0,4,2,2,Female,0,0,0,0,0,0,7663,19196
23079,1,0,0,3,2,4,Female,0,0,0,0,0,4,1066,3112
23079,2,0,0,3,2,4,Female,0,0,0,0,0,0,2674,3265
23080,1,0,0,4,2,4,Male,9444,0,6,0,0,0,824,11092
23080,2,0,0,4,2,4,Male,7580,0,3,0,0,0,1531,30650
23085,1,0,0,4,3,4,Female,16060,0,0,0,0,0,3567,7398
23085,2,0,0,4,3,4,Female,13955,0,0,0,0,0,6725,24095
23117,1,0,0,1,3,1,Male,12889,0,18594,0,971,0,10042,112504
23117,2,0,0,1,3,1,Male,1689,0,2864,352,183,0,6102,142231
23119,1,0,0,4,3,4,Female,760,0,0,0,0,18,28400,40786
23119,2,0,0,4,3,4,Female,0,0,0,0,0,55,8706,11196
23121,1,0,0,4,3,4,Male,0,0,0,0,0,0,15684,41237
23121,2,0,0,4,3,4,Male,0,0,0,0,0,0,10729,28000
23128,1,0,0,4,3,4,Female,5253,0,6717,0,7300,0,2210,51840
23128,2,0,0,4,3,4,Female,7963,0,12978,0,16328,15,1895,27754
23150,1,0,0,1,3,1,Male,5073,0,1399,0,9652,0,4759,30066
23150,2,0,0,1,3,1,Male,4355,0,2806,0,275,0,1800,13114
23178,1,0,0,3,2,2,Female,1398,0,0,0,0,0,20370,30954
23178,2,0,0,3,2,2,Female,1908,0,12,0,0,0,10714,17636
23197,1,0,0,4,3,4,Female,4371,0,0,0,5668,0,5087,53163
23197,2,0,0,4,3,4,Female,5126,0,0,0,3324,0,5713,36096
23203,1,0,0,2,3,4,Female,845,0,0,0,0,0,2558,9540
23203,2,0,0,2,3,4,Female,3200,0,0,0,20766,0,4234,47761
23211,1,0,0,3,4,4,Male,4560,0,0,0,25325,3985,3050,52017
23211,2,0,0,3,4,4,Male,3928,0,0,0,10527,1960,895,33253
23214,1,0,0,3,2,4,Female,3466,0,0,0,0,5,8459,13542
23214,2,0,0,3,2,4,Female,3459,0,0,0,0,4,8324,22123
23237,1,0,0,4,3,2,Female,123,0,0,0,0,0,4995,25940
23237,2,0,0,4,3,2,Female,8427,0,0,0,0,0,5872,7323
23242,1,0,0,2,2,3,Male,4828,0,0,0,0,0,0,3093
23242,2,0,0,2,2,3,Male,875,0,0,0,0,0,0,11479
2326,1,0,0,3,4,4,Male,0,0,0,0,1229,0,4049,18092
2326,2,0,0,3,4,4,Male,0,0,0,0,0,0,771,4141
23277,1,0,0,4,2,2,Female,1030,0,120,0,0,9,4608,10152
23277,2,0,0,4,2,2,Female,337,0,60,0,1593,0,3801,9762
23335,1,0,0,3,3,4,Male,8078,0,0,0,60,205,4494,132107
23335,2,0,0,3,3,4,Male,4832,0,72,0,238,0,930,138220
23396,1,0,0,3,3,4,Female,1396,0,0,0,0,0,6083,15472
23396,2,0,0,3,3,4,Female,2163,0,0,0,0,0,5534,10156
23444,1,0,0,2,2,3,Male,31909,0,0,0,1691,2131,1599,103172
23444,2,0,0,2,2,3,Male,24925,0,423,0,512,3943,1357,36639
23452,1,0,0,3,2,4,Female,52137,0,4236,0,16635,0,3761,30892
23452,2,0,0,3,2,4,Female,24932,0,11052,0,29815,0,23687,71050
23456,1,0,0,5,2,2,Male,333,0,0,0,0,0,29576,30714
23456,2,0,0,5,2,2,Male,48,0,0,0,0,0,33447,57225
23464,1,0,0,3,4,4,Male,459,0,732,0,2164,12,1036,14006
23464,2,0,0,3,4,4,Male,3052,0,15,0,0,0,1754,8310
23507,1,0,0,3,4,4,Male,23675,0,37,0,14724,53,3258,40469
23507,2,0,0,3,4,4,Male,37040,0,13,880,10727,20,7141,55099
23519,1,1,0,3,2,2,Female,17997,0,11031,0,556,0,2010,46645
23519,2,1,1,3,2,2,Female,16070,19982,9388,0,3686,0,1144,14787
23533,1,0,0,2,4,4,Male,13619,0,0,0,8985,1195,393,35402
23533,2,0,0,2,4,4,Male,15394,0,0,0,1743,5676,430,63358
23570,1,0,0,2,2,4,Male,8895,0,437,0,0,0,919,2167
23570,2,0,0,2,2,4,Male,10398,0,903,0,431,0,1149,3554
23585,1,0,0,5,3,2,Female,2102,0,0,0,0,0,1998,16177
23585,2,0,0,5,3,2,Female,3129,0,0,0,0,0,35041,43015
23610,1,0,0,3,2,4,Female,5416,0,6245,0,1600,12,1568,16957
23610,2,0,0,3,2,4,Female,96,0,1116,0,2957,0,12,4311
23647,1,0,0,3,2,3,Male,10142,0,0,0,0,0,227,6894
23647,2,0,0,3,2,3,Male,7808,0,0,0,0,0,47,10297
23741,1,0,0,1,3,1,Male,0,0,0,0,846,0,0,846
23741,2,0,0,1,3,1,Male,0,0,0,0,0,0,38,2022
23751,1,0,0,1,4,1,Female,3668,0,627,0,3746,39,617,29934
23751,2,0,0,1,4,1,Female,1684,0,323,0,7056,3,904,22631
23770,1,0,0,5,3,4,Male,3216,0,404,0,0,100,1845,76244
23770,2,0,0,5,3,4,Male,91,0,0,0,0,146,227,5955
23772,1,0,0,4,3,2,Female,4822,0,212,0,0,0,4249,72129
23772,2,0,0,4,3,2,Female,8490,0,372,0,0,0,23474,51542
238,1,0,0,5,4,4,Male,2150,0,0,0,57,379,5406,36887
238,2,0,0,5,4,4,Male,1073,0,0,0,415,102,1315,32648
2380,1,0,0,4,3,4,Male,18245,0,254,0,18449,148,2379,29482
2380,2,0,0,4,3,4,Male,41580,0,970,0,107791,0,5811,148853
2385,1,0,0,3,3,4,Male,0,0,0,0,8051,0,794,10788
2385,2,0,0,3,3,4,Male,0,0,0,0,18102,0,312,20828
23928,1,0,0,1,2,1,Male,9,0,4,0,2705,0,104,4250
23928,2,0,0,1,2,1,Male,0,0,0,0,0,0,329,69785
23937,1,0,0,3,4,4,Male,0,0,0,0,15910,0,647,20794
23937,2,0,0,3,4,4,Male,0,0,0,0,7933,0,1371,20376
23942,1,0,0,1,4,1,Female,4034,0,3989,0,13820,169,1649,35405
23942,2,0,0,1,4,1,Female,2983,0,6320,0,16091,1823,1132,59171
23948,1,0,0,1,3,1,Male,12889,0,18594,0,971,0,10042,112504
23948,2,0,0,1,3,1,Male,1689,0,2864,352,183,0,6102,142231
23954,1,0,0,3,4,4,Female,607,0,0,0,0,0,0,1467
23954,2,0,0,3,4,4,Female,3652,0,1824,0,2865,4293,954,15776
23978,1,0,0,3,2,4,Male,5262,0,0,0,657,6,8590,139946
23978,2,0,0,3,2,4,Male,1664,0,0,0,616,0,6481,109934
23986,1,0,0,4,3,2,Female,605,0,85,0,12592,336,49,16683
23986,2,0,0,4,3,2,Female,2644,0,865,0,19741,11162,1945,44939
24006,1,0,0,3,2,2,Female,5150,0,0,0,2175,19,2831,27880
24006,2,0,0,3,2,2,Female,11788,0,0,0,7973,0,1833,20983
24068,1,0,0,1,4,1,Male,28386,0,9053,0,5805,30,752,48545
24068,2,0,0,1,4,1,Male,46243,0,24422,0,589,0,176,45713
24092,1,0,0,2,4,4,Female,14680,0,864,0,0,0,374,2583
24092,2,0,0,2,4,4,Female,11726,0,1550,0,0,0,297,1384
24125,1,1,0,3,3,4,Female,2040,0,0,0,13060,0,3651,70716
24125,2,1,1,3,3,4,Female,21632,20909,0,0,1608,0,2599,42098
